dataset_id,dataset_title,sub_table,source_kind,source_label,evidence_tier,verification,date_jalali_raw,date_jalali_ym,date_status,geography_level,district_number,district_raw,area_name,floor_area_sqm,building_age_years,building_age_text,deposit_toman,deposit_toman_min,deposit_toman_max,deposit_raw,rent_toman,rent_toman_min,rent_toman_max,rent_raw,rent_is_free,amenities,flag_amount_ambiguous,issue_classes,notes,source_row
5,Mordad 1400 Rentals (Apartments up to 60 sqm),,image_transcription,User Image (Turn 8),C,unverified_transcription,1400/05/16 (Mordad 1400),1400-05,explicit,neighbourhood,,,پیروزی، شکوفه,50,,,60000000.0,,,60 میلیون,2000000.0,,,2 میلیون,False,,False,,,271
5,Mordad 1400 Rentals (Apartments up to 60 sqm),,image_transcription,User Image (Turn 8),C,unverified_transcription,1400/05/16 (Mordad 1400),1400-05,explicit,neighbourhood,,,مجیدیه شمالی، خانعلی,47,,,150000000.0,,,150 میلیون,3000000.0,,,3 میلیون,False,,False,,,272
5,Mordad 1400 Rentals (Apartments up to 60 sqm),,image_transcription,User Image (Turn 8),C,unverified_transcription,1400/05/16 (Mordad 1400),1400-05,explicit,neighbourhood,,,میدان بروجردی، اندرزگو,54,,,70000000.0,,,70 میلیون,2000000.0,,,2 میلیون,False,,False,,,273
5,Mordad 1400 Rentals (Apartments up to 60 sqm),,image_transcription,User Image (Turn 8),C,unverified_transcription,1400/05/16 (Mordad 1400),1400-05,explicit,neighbourhood,,,نبرد جنوبی، گلستان,56,,,200000000.0,,,200 میلیون,5500000.0,,,5.5 میلیون,False,,False,,,274
5,Mordad 1400 Rentals (Apartments up to 60 sqm),,image_transcription,User Image (Turn 8),C,unverified_transcription,1400/05/16 (Mordad 1400),1400-05,explicit,neighbourhood,,,نارمک، میدان ۹۲,53,,,200000000.0,,,200 میلیون,,,,-,False,,False,,,275
5,Mordad 1400 Rentals (Apartments up to 60 sqm),,image_transcription,User Image (Turn 8),C,unverified_transcription,1400/05/16 (Mordad 1400),1400-05,explicit,neighbourhood,,,نارمک، بزرگ‌راه رسالت,55,,,120000000.0,,,120 میلیون,2400000.0,,,2 میلیون و ۴۰۰ هزار,False,,False,,,276
5,Mordad 1400 Rentals (Apartments up to 60 sqm),,image_transcription,User Image (Turn 8),C,unverified_transcription,1400/05/16 (Mordad 1400),1400-05,explicit,neighbourhood,,,نبرد جنوبی، بقایی,60,,,220000000.0,,,220 میلیون,,,,-,False,,False,,,277
5,Mordad 1400 Rentals (Apartments up to 60 sqm),,image_transcription,User Image (Turn 8),C,unverified_transcription,1400/05/16 (Mordad 1400),1400-05,explicit,neighbourhood,,,قیطریه، روشنایی,50,,,50000000.0,,,50 میلیون,7000000.0,,,7 میلیون,False,,False,,,278
5,Mordad 1400 Rentals (Apartments up to 60 sqm),,image_transcription,User Image (Turn 8),C,unverified_transcription,1400/05/16 (Mordad 1400),1400-05,explicit,neighbourhood,,,پیروزی، محصل,55,,,70000000.0,,,70 میلیون,4000000.0,,,4 میلیون,False,,False,,,279
5,Mordad 1400 Rentals (Apartments up to 60 sqm),,image_transcription,User Image (Turn 8),C,unverified_transcription,1400/05/16 (Mordad 1400),1400-05,explicit,neighbourhood,,,تهران‌نو، بصیر,54,,,210000000.0,,,210 میلیون,,,,-,False,,False,,,280
5,Mordad 1400 Rentals (Apartments up to 60 sqm),,image_transcription,User Image (Turn 8),C,unverified_transcription,1400/05/16 (Mordad 1400),1400-05,explicit,neighbourhood,,,جشنواره، درختی,40,,,100000000.0,,,100 میلیون,1800000.0,,,یک میلیون و ۸۰۰ هزار,False,,False,,,281
5,Mordad 1400 Rentals (Apartments up to 60 sqm),,image_transcription,User Image (Turn 8),C,unverified_transcription,1400/05/16 (Mordad 1400),1400-05,explicit,neighbourhood,,,شکوفه، درودیان,40,,,130000000.0,,,130 میلیون,,,,-,False,,False,,,282
5,Mordad 1400 Rentals (Apartments up to 60 sqm),,image_transcription,User Image (Turn 8),C,unverified_transcription,1400/05/16 (Mordad 1400),1400-05,explicit,neighbourhood,,,هنگام، شمیران‌نو,50,,,150000000.0,,,150 میلیون,,,,-,False,,False,,,283
5,Mordad 1400 Rentals (Apartments up to 60 sqm),,image_transcription,User Image (Turn 8),C,unverified_transcription,1400/05/16 (Mordad 1400),1400-05,explicit,neighbourhood,,,سبلان شمالی، داوودآبادی,48,,,160000000.0,,,160 میلیون,1000000.0,,,یک میلیون,False,,False,,,284
5,Mordad 1400 Rentals (Apartments up to 60 sqm),,image_transcription,User Image (Turn 8),C,unverified_transcription,1400/05/16 (Mordad 1400),1400-05,explicit,neighbourhood,,,نظام‌آباد، بخشی‌فر,45,,,100000000.0,,,100 میلیون,2000000.0,,,2 میلیون,False,,False,,,285
5,Mordad 1400 Rentals (Apartments up to 60 sqm),,image_transcription,User Image (Turn 8),C,unverified_transcription,1400/05/16 (Mordad 1400),1400-05,explicit,neighbourhood,,,معلم، گوهری,60,,,100000000.0,,,100 میلیون,3000000.0,,,3 میلیون,False,,False,,,286
5,Mordad 1400 Rentals (Apartments up to 60 sqm),,image_transcription,User Image (Turn 8),C,unverified_transcription,1400/05/16 (Mordad 1400),1400-05,explicit,neighbourhood,,,دماوند، کیایی,50,,,80000000.0,,,80 میلیون,2000000.0,,,2 میلیون,False,,False,,,287
5,Mordad 1400 Rentals (Apartments up to 60 sqm),,image_transcription,User Image (Turn 8),C,unverified_transcription,1400/05/16 (Mordad 1400),1400-05,explicit,neighbourhood,,,پیروزی، محصل,60,,,150000000.0,,,150 میلیون,700000.0,,,۷۰۰ هزار,False,,False,,,288
5,Mordad 1400 Rentals (Apartments up to 60 sqm),,image_transcription,User Image (Turn 8),C,unverified_transcription,1400/05/16 (Mordad 1400),1400-05,explicit,neighbourhood,,,بلوار فردوس، سلیمی‌جهری,50,,,250000000.0,,,250 میلیون,,,,-,False,,False,,,289
5,Mordad 1400 Rentals (Apartments up to 60 sqm),,image_transcription,User Image (Turn 8),C,unverified_transcription,1400/05/16 (Mordad 1400),1400-05,explicit,neighbourhood,,,تهران‌نو، سفیدکوه,57,,,80000000.0,,,80 میلیون,3500000.0,,,3 میلیون و ۵۰۰ هزار,False,,False,,,290
5,Mordad 1400 Rentals (Apartments up to 60 sqm),,image_transcription,User Image (Turn 8),C,unverified_transcription,1400/05/16 (Mordad 1400),1400-05,explicit,neighbourhood,,,نیروی هوایی، پنجم,56,,,200000000.0,,,200 میلیون,1500000.0,,,یک میلیون و ۵۰۰ هزار,False,,False,,,291
5,Mordad 1400 Rentals (Apartments up to 60 sqm),,image_transcription,User Image (Turn 8),C,unverified_transcription,1400/05/16 (Mordad 1400),1400-05,explicit,neighbourhood,,,سبلان شمالی، آزادی,45,,,150000000.0,,,150 میلیون,,,,-,False,,False,,,292
5,Mordad 1400 Rentals (Apartments up to 60 sqm),,image_transcription,User Image (Turn 8),C,unverified_transcription,1400/05/16 (Mordad 1400),1400-05,explicit,neighbourhood,,,جنت‌آباد مرکزی، گلستان,60,,,160000000.0,,,160 میلیون,3200000.0,,,3 میلیون و ۲۰۰ هزار,False,,False,,,293
5,Mordad 1400 Rentals (Apartments up to 60 sqm),,image_transcription,User Image (Turn 8),C,unverified_transcription,1400/05/16 (Mordad 1400),1400-05,explicit,neighbourhood,,,مجیدیه شمالی، خانعلی,55,,,250000000.0,,,250 میلیون,,,,-,False,,False,,,294
5,Mordad 1400 Rentals (Apartments up to 60 sqm),,image_transcription,User Image (Turn 8),C,unverified_transcription,1400/05/16 (Mordad 1400),1400-05,explicit,neighbourhood,,,پیروزی، پرواز,55,,,100000000.0,,,100 میلیون,2000000.0,,,2 میلیون,False,,False,,,295
5,Mordad 1400 Rentals (Apartments up to 60 sqm),,image_transcription,User Image (Turn 8),C,unverified_transcription,1400/05/16 (Mordad 1400),1400-05,explicit,neighbourhood,,,تهرانپارس، بین ایزدپناه و باقری,60,,,250000000.0,,,250 میلیون,,,,-,False,,False,,,296
5,Mordad 1400 Rentals (Apartments up to 60 sqm),,image_transcription,User Image (Turn 8),C,unverified_transcription,1400/05/16 (Mordad 1400),1400-05,explicit,neighbourhood,,,فرجام، احدزاده,57,,,100000000.0,,,100 میلیون,,,,3 میلیون و ۸۰۰,False,,True,source_ambiguity,missing_unit_in_chunk:800,297
5,Mordad 1400 Rentals (Apartments up to 60 sqm),,image_transcription,User Image (Turn 8),C,unverified_transcription,1400/05/16 (Mordad 1400),1400-05,explicit,neighbourhood,,,نامجو، شهبازی,60,,,130000000.0,,,130 میلیون,3500000.0,,,3 میلیون و ۵۰۰ هزار,False,,False,,,298
5,Mordad 1400 Rentals (Apartments up to 60 sqm),,image_transcription,User Image (Turn 8),C,unverified_transcription,1400/05/16 (Mordad 1400),1400-05,explicit,neighbourhood,,,جشنواره، اشرفی گودرزی,50,,,70000000.0,,,70 میلیون,4000000.0,,,4 میلیون,False,,False,,,299
5,Mordad 1400 Rentals (Apartments up to 60 sqm),,image_transcription,User Image (Turn 8),C,unverified_transcription,1400/05/16 (Mordad 1400),1400-05,explicit,neighbourhood,,,بلوار فردوس غرب، بهار جنوبی,60,,,60000000.0,,,60 میلیون,4500000.0,,,4 میلیون و ۵۰۰ هزار,False,,False,,,300
